"year","month","lon5","lat5","mean.pred1"
1969,8,52.5,-42.5,5.45169415943598
1969,8,52.5,-37.5,3.1789006455322
1969,8,62.5,-42.5,4.14598523394117
1969,8,67.5,-42.5,5.46533476417185
1969,8,67.5,-37.5,0.195032499855335
1969,8,72.5,-42.5,7.09699594264735
1969,8,72.5,-37.5,1.84343885360865
1969,8,77.5,-47.5,6.94505110551852
1969,8,77.5,-42.5,7.98305992423763
1969,8,82.5,-42.5,7.63018482639726
1969,8,82.5,-37.5,6.70164774167158
1969,8,87.5,-42.5,7.26132526097341
1969,8,87.5,-37.5,6.5755223662959
1969,8,92.5,-42.5,7.96793561746597
1969,8,92.5,-37.5,6.53711678890291
1969,8,97.5,-47.5,8.45926086325832
1969,8,97.5,-42.5,9.116022079425
1969,8,97.5,-37.5,6.87712089582963
1969,8,102.5,-47.5,10.1039304519245
1969,8,102.5,-42.5,9.18627890749901
1969,8,102.5,-37.5,7.60578724511223
1969,8,107.5,-42.5,8.24972994390058
1969,8,107.5,-37.5,8.35775773530735
1969,8,112.5,-42.5,7.41387551936831
1969,8,112.5,-37.5,8.38255175489748
1969,8,117.5,-42.5,6.2629980354734
1969,8,117.5,-37.5,6.93026167851245
1969,8,122.5,-42.5,3.86381277761688
1969,8,122.5,-37.5,4.16940525856522
1969,8,127.5,-42.5,1.8514231230627
1969,8,132.5,-42.5,1.34341170466317
1969,8,132.5,-37.5,1.72632417974132
1969,8,137.5,-47.5,3.04258086592721
1969,8,137.5,-42.5,2.26659689830839
1969,8,142.5,-47.5,5.11916671177725
1969,8,142.5,-42.5,4.80778286822452
1969,8,147.5,-47.5,5.1248050404732
1969,8,147.5,-42.5,6.31798720894465
1969,8,152.5,-42.5,5.87261909115809
1969,8,152.5,-37.5,12.1574601749391
1969,8,152.5,-32.5,4.32009931667053
1969,8,157.5,-47.5,3.18621552290649
1969,8,157.5,-42.5,5.96918208401227
1969,8,157.5,-37.5,13.5745397105082
1969,8,157.5,-32.5,1.87884059048857
1969,8,162.5,-37.5,14.7590635645115
1969,8,162.5,-32.5,0.54272136905042
1969,8,167.5,-37.5,11.5992377786122
1969,8,167.5,-32.5,0.272687991651937
1969,8,172.5,-37.5,8.29207771698063
1969,8,172.5,-32.5,0.443341531096579
1969,8,177.5,-42.5,4.95023536257158
1969,8,177.5,-37.5,6.20031507661728
1969,8,177.5,-32.5,0.845469662487261
1969,8,182.5,-37.5,7.08776060394347
1969,8,182.5,-32.5,1.1347111448641
1969,8,187.5,-32.5,0.42782229485218
1969,9,-17.5,-42.5,2.97503498973233
1969,9,-12.5,-47.5,4.00075583857376
1969,9,-12.5,-42.5,5.1820401265871
1969,9,-12.5,-37.5,2.86596964741564
1969,9,-7.5,-42.5,4.67830455341819
1969,9,-7.5,-37.5,2.67267220948756
1969,9,-2.5,-42.5,2.85606018290357
1969,9,2.5,-42.5,1.91334302859437
1969,9,2.5,-37.5,1.32817764313809
1969,9,7.5,-42.5,2.01647080423147
1969,9,7.5,-37.5,1.39209691614189
1969,9,12.5,-42.5,4.28491474508895
1969,9,12.5,-37.5,1.84720049509907
1969,9,17.5,-42.5,14.4622013632404
1969,9,17.5,-37.5,2.42085431645203
1969,9,22.5,-42.5,30.886904429736
1969,9,22.5,-37.5,5.04211571049653
1969,9,27.5,-42.5,24.9060298087692
1969,9,27.5,-37.5,12.2127801195648
1969,9,32.5,-42.5,14.1992726053782
1969,9,32.5,-37.5,16.0703214634613
1969,9,37.5,-42.5,10.8990140365715
1969,9,37.5,-37.5,12.3370233898706
1969,9,42.5,-42.5,10.1050249672307
1969,9,42.5,-37.5,7.23104921825669
1969,9,47.5,-42.5,8.41043895389805
1969,9,47.5,-37.5,4.3174217133153
1969,9,52.5,-42.5,6.24930001887907
1969,9,52.5,-37.5,3.49300473577576
1969,9,57.5,-37.5,1.44542690429711
1969,9,67.5,-42.5,4.36744790521658
1969,9,72.5,-47.5,4.3391294999824
1969,9,72.5,-42.5,5.78803665677562
1969,9,72.5,-37.5,0.607120798229232
1969,9,77.5,-42.5,7.87633997364526
1969,9,77.5,-37.5,4.19398496917869
1969,9,82.5,-42.5,9.9789577081324
1969,9,82.5,-37.5,8.7605947597746
1969,9,87.5,-42.5,10.789322884506
1969,9,87.5,-37.5,10.4179544927299
1969,9,92.5,-42.5,9.45277968684035
1969,9,92.5,-37.5,8.3215152091683
1969,9,97.5,-47.5,6.26502181387699
