Cohort,CaptureYear,CaptureCov,CaptureSwitch,NPOPS,Comps
2006,2012,5,1,0,2694
2007,2012,5,1,0,2630
2008,2012,5,1,0,1926
2009,2012,5,1,0,1752
2010,2012,5,1,0,1806
2011,2012,5,1,0,1798
2003,2014,5,1,0,3951
2004,2014,5,1,0,3975
2005,2014,5,1,0,4068
2006,2014,5,1,0,4041
2007,2014,5,1,0,3945
2008,2014,5,1,0,2889
2009,2014,5,1,0,2628
2010,2014,5,1,0,2709
2011,2014,5,1,0,2697
2012,2014,5,1,0,2859
2013,2014,5,1,0,2562
2003,2016,5,1,0,34242
2004,2016,5,1,0,34450
2005,2016,5,1,0,35256
2006,2016,5,1,0,35022
2007,2016,5,1,0,34190
2008,2016,5,1,0,25038
2009,2016,5,1,0,22776
2010,2016,5,1,0,23478
2011,2016,5,1,0,23374
2012,2016,5,1,0,24778
2013,2016,5,1,0,22204
2014,2016,5,1,0,24648
2015,2016,5,1,0,19656
2003,2017,5,1,0,22389
2004,2017,5,1,0,22525
2005,2017,5,1,0,23052
2006,2017,5,1,0,22899
2007,2017,5,1,0,22355
2008,2017,5,1,0,16371
2009,2017,5,1,0,14892
2010,2017,5,1,0,15351
2011,2017,5,1,0,15283
2012,2017,5,1,0,16201
2013,2017,5,1,0,14518
2014,2017,5,1,0,16116
2015,2017,5,1,0,12852
2016,2017,5,1,0,24633
2003,2018,5,1,0,30291
2004,2018,5,1,0,30475
2005,2018,5,1,0,31188
2006,2018,5,1,0,30981
2007,2018,5,1,0,30245
2008,2018,5,1,0,22149
2009,2018,5,1,0,20148
2010,2018,5,1,0,20769
2011,2018,5,1,0,20677
2012,2018,5,1,0,21919
2013,2018,5,1,0,19642
2014,2018,5,1,0,21804
2015,2018,5,1,0,17388
2016,2018,5,1,0,33327
2017,2018,5,1,0,34776
2003,2019,5,1,0,71118
2004,2019,5,1,0,71550
2005,2019,5,1,0,73224
2006,2019,5,1,0,72738
2007,2019,5,1,0,71010
2008,2019,5,1,0,52002
2009,2019,5,1,0,47304
2010,2019,5,1,0,48762
2011,2019,5,1,0,48546
2012,2019,5,1,0,51462
2013,2019,5,1,0,46116
2014,2019,5,1,0,51192
2015,2019,5,1,0,40824
2016,2019,5,1,0,78246
2017,2019,5,1,0,81648
2018,2019,5,1,0,74736
2003,2020,5,1,0,13170
2004,2020,5,1,0,13250
2005,2020,5,1,0,13560
2006,2020,5,1,0,13470
2007,2020,5,1,0,13150
2008,2020,5,1,0,9630
2009,2020,5,1,0,8760
2010,2020,5,1,0,9030
2011,2020,5,1,0,8990
2012,2020,5,1,0,9530
2013,2020,5,1,0,8540
2014,2020,5,1,0,9480
2015,2020,5,1,0,7560
2016,2020,5,1,0,14490
2017,2020,5,1,0,15120
2018,2020,5,1,0,13840
2019,2020,5,1,0,11760
2003,2021,5,1,0,15804
2004,2021,5,1,0,15900
2005,2021,5,1,0,16272
2006,2021,5,1,0,16164
2007,2021,5,1,0,15780
2008,2021,5,1,0,11556
2009,2021,5,1,0,10512
2010,2021,5,1,0,10836
2011,2021,5,1,0,10788
2012,2021,5,1,0,11436
2013,2021,5,1,0,10248
2014,2021,5,1,0,11376
2015,2021,5,1,0,9072
2016,2021,5,1,0,17388
2017,2021,5,1,0,18144
2018,2021,5,1,0,16608
2019,2021,5,1,0,14112
2020,2021,5,1,0,13716
2008,2010,5,1,0,963
2009,2010,5,1,0,876
2003,2012,5,1,0,3951
2004,2012,5,1,0,3975
2005,2012,5,1,0,4068
2006,2012,5,1,0,4041
2007,2012,5,1,0,3945
2008,2012,5,1,0,2889
2009,2012,5,1,0,2628
2010,2012,5,1,0,2709
2011,2012,5,1,0,2697
2003,2014,5,1,0,1317
2004,2014,5,1,0,1325
2005,2014,5,1,0,1356
2006,2014,5,1,0,1347
2007,2014,5,1,0,1315
2008,2014,5,1,0,963
2009,2014,5,1,0,876
2010,2014,5,1,0,903
2011,2014,5,1,0,899
2012,2014,5,1,0,953
2013,2014,5,1,0,854
2003,2016,5,1,0,22389
2004,2016,5,1,0,22525
2005,2016,5,1,0,23052
2006,2016,5,1,0,22899
2007,2016,5,1,0,22355
2008,2016,5,1,0,16371
2009,2016,5,1,0,14892
2010,2016,5,1,0,15351
2011,2016,5,1,0,15283
2012,2016,5,1,0,16201
2013,2016,5,1,0,14518
2014,2016,5,1,0,16116
2015,2016,5,1,0,12852
2003,2017,5,1,0,28974
2004,2017,5,1,0,29150
2005,2017,5,1,0,29832
2006,2017,5,1,0,29634
2007,2017,5,1,0,28930
2008,2017,5,1,0,21186
2009,2017,5,1,0,19272
2010,2017,5,1,0,19866
2011,2017,5,1,0,19778
2012,2017,5,1,0,20966
2013,2017,5,1,0,18788
2014,2017,5,1,0,20856
2015,2017,5,1,0,16632
2016,2017,5,1,0,31878
2003,2018,5,1,0,17121
2004,2018,5,1,0,17225
2005,2018,5,1,0,17628
2006,2018,5,1,0,17511
2007,2018,5,1,0,17095
2008,2018,5,1,0,12519
2009,2018,5,1,0,11388
2010,2018,5,1,0,11739
2011,2018,5,1,0,11687
2012,2018,5,1,0,12389
2013,2018,5,1,0,11102
2014,2018,5,1,0,12324
2015,2018,5,1,0,9828
2016,2018,5,1,0,18837
2017,2018,5,1,0,19656
2003,2019,5,1,0,82971
2004,2019,5,1,0,83475
2005,2019,5,1,0,85428
2006,2019,5,1,0,84861
2007,2019,5,1,0,82845
2008,2019,5,1,0,60669
2009,2019,5,1,0,55188
2010,2019,5,1,0,56889
2011,2019,5,1,0,56637
2012,2019,5,1,0,60039
2013,2019,5,1,0,53802
2014,2019,5,1,0,59724
2015,2019,5,1,0,47628
2016,2019,5,1,0,91287
2017,2019,5,1,0,95256
2018,2019,5,1,0,87192
2003,2020,5,1,0,34242
2004,2020,5,1,0,34450
2005,2020,5,1,0,35256
2006,2020,5,1,0,35022
2007,2020,5,1,0,34190
2008,2020,5,1,0,25038
2009,2020,5,1,0,22776
2010,2020,5,1,0,23478
2011,2020,5,1,0,23374
2012,2020,5,1,0,24778
2013,2020,5,1,0,22204
2014,2020,5,1,0,24648
2015,2020,5,1,0,19656
2016,2020,5,1,0,37674
2017,2020,5,1,0,39312
2018,2020,5,1,0,35984
2019,2020,5,1,0,30576
2003,2021,5,1,0,17121
2004,2021,5,1,0,17225
2005,2021,5,1,0,17628
2006,2021,5,1,0,17511
2007,2021,5,1,0,17095
2008,2021,5,1,0,12519
2009,2021,5,1,0,11388
2010,2021,5,1,0,11739
2011,2021,5,1,0,11687
2012,2021,5,1,0,12389
2013,2021,5,1,0,11102
2014,2021,5,1,0,12324
2015,2021,5,1,0,9828
2016,2021,5,1,0,18837
2017,2021,5,1,0,19656
2018,2021,5,1,0,17992
2019,2021,5,1,0,15288
2020,2021,5,1,0,14859
2003,2012,5,1,0,5268
2004,2012,5,1,0,5300
2005,2012,5,1,0,5424
2006,2012,5,1,0,5388
2007,2012,5,1,0,5260
2008,2012,5,1,0,3852
2009,2012,5,1,0,3504
2010,2012,5,1,0,3612
2011,2012,5,1,0,3596
2003,2013,5,1,0,3951
2004,2013,5,1,0,3975
2005,2013,5,1,0,4068
2006,2013,5,1,0,4041
2007,2013,5,1,0,3945
2008,2013,5,1,0,2889
2009,2013,5,1,0,2628
2010,2013,5,1,0,2709
2011,2013,5,1,0,2697
2012,2013,5,1,0,2859
2003,2014,5,1,0,40827
2004,2014,5,1,0,41075
2005,2014,5,1,0,42036
2006,2014,5,1,0,41757
2007,2014,5,1,0,40765
2008,2014,5,1,0,29853
2009,2014,5,1,0,27156
2010,2014,5,1,0,27993
2011,2014,5,1,0,27869
2012,2014,5,1,0,29543
2013,2014,5,1,0,26474
2003,2016,5,1,0,31608
2004,2016,5,1,0,31800
2005,2016,5,1,0,32544
2006,2016,5,1,0,32328
2007,2016,5,1,0,31560
2008,2016,5,1,0,23112
2009,2016,5,1,0,21024
2010,2016,5,1,0,21672
2011,2016,5,1,0,21576
2012,2016,5,1,0,22872
2013,2016,5,1,0,20496
2014,2016,5,1,0,22752
2015,2016,5,1,0,18144
2003,2017,5,1,0,26340
2004,2017,5,1,0,26500
2005,2017,5,1,0,27120
2006,2017,5,1,0,26940
2007,2017,5,1,0,26300
2008,2017,5,1,0,19260
2009,2017,5,1,0,17520
2010,2017,5,1,0,18060
2011,2017,5,1,0,17980
2012,2017,5,1,0,19060
2013,2017,5,1,0,17080
2014,2017,5,1,0,18960
2015,2017,5,1,0,15120
2016,2017,5,1,0,28980
2003,2018,5,1,0,23706
2004,2018,5,1,0,23850
2005,2018,5,1,0,24408
2006,2018,5,1,0,24246
2007,2018,5,1,0,23670
2008,2018,5,1,0,17334
2009,2018,5,1,0,15768
2010,2018,5,1,0,16254
2011,2018,5,1,0,16182
2012,2018,5,1,0,17154
2013,2018,5,1,0,15372
2014,2018,5,1,0,17064
2015,2018,5,1,0,13608
2016,2018,5,1,0,26082
2017,2018,5,1,0,27216
2003,2019,5,1,0,79020
2004,2019,5,1,0,79500
2005,2019,5,1,0,81360
2006,2019,5,1,0,80820
2007,2019,5,1,0,78900
2008,2019,5,1,0,57780
2009,2019,5,1,0,52560
2010,2019,5,1,0,54180
2011,2019,5,1,0,53940
2012,2019,5,1,0,57180
2013,2019,5,1,0,51240
2014,2019,5,1,0,56880
2015,2019,5,1,0,45360
2016,2019,5,1,0,86940
2017,2019,5,1,0,90720
2018,2019,5,1,0,83040
2003,2020,5,1,0,47412
2004,2020,5,1,0,47700
2005,2020,5,1,0,48816
2006,2020,5,1,0,48492
2007,2020,5,1,0,47340
2008,2020,5,1,0,34668
2009,2020,5,1,0,31536
2010,2020,5,1,0,32508
2011,2020,5,1,0,32364
2012,2020,5,1,0,34308
2013,2020,5,1,0,30744
2014,2020,5,1,0,34128
2015,2020,5,1,0,27216
2016,2020,5,1,0,52164
2017,2020,5,1,0,54432
2018,2020,5,1,0,49824
2019,2020,5,1,0,42336
2003,2021,5,1,0,18438
2004,2021,5,1,0,18550
2005,2021,5,1,0,18984
2006,2021,5,1,0,18858
2007,2021,5,1,0,18410
2008,2021,5,1,0,13482
2009,2021,5,1,0,12264
2010,2021,5,1,0,12642
2011,2021,5,1,0,12586
2012,2021,5,1,0,13342
2013,2021,5,1,0,11956
2014,2021,5,1,0,13272
2015,2021,5,1,0,10584
2016,2021,5,1,0,20286
2017,2021,5,1,0,21168
2018,2021,5,1,0,19376
2019,2021,5,1,0,16464
2020,2021,5,1,0,16002
2003,2012,5,1,0,3951
2004,2012,5,1,0,3975
2005,2012,5,1,0,4068
2006,2012,5,1,0,4041
2007,2012,5,1,0,3945
2008,2012,5,1,0,2889
2009,2012,5,1,0,2628
2010,2012,5,1,0,2709
2011,2012,5,1,0,2697
2003,2013,5,1,0,21072
2004,2013,5,1,0,21200
2005,2013,5,1,0,21696
2006,2013,5,1,0,21552
2007,2013,5,1,0,21040
2008,2013,5,1,0,15408
2009,2013,5,1,0,14016
2010,2013,5,1,0,14448
2011,2013,5,1,0,14384
2012,2013,5,1,0,15248
2003,2014,5,1,0,43461
2004,2014,5,1,0,43725
2005,2014,5,1,0,44748
2006,2014,5,1,0,44451
2007,2014,5,1,0,43395
2008,2014,5,1,0,31779
2009,2014,5,1,0,28908
2010,2014,5,1,0,29799
2011,2014,5,1,0,29667
2012,2014,5,1,0,31449
2013,2014,5,1,0,28182
2003,2016,5,1,0,32925
2004,2016,5,1,0,33125
2005,2016,5,1,0,33900
2006,2016,5,1,0,33675
2007,2016,5,1,0,32875
2008,2016,5,1,0,24075
2009,2016,5,1,0,21900
2010,2016,5,1,0,22575
2011,2016,5,1,0,22475
2012,2016,5,1,0,23825
2013,2016,5,1,0,21350
2014,2016,5,1,0,23700
2015,2016,5,1,0,18900
2003,2017,5,1,0,27657
2004,2017,5,1,0,27825
2005,2017,5,1,0,28476
2006,2017,5,1,0,28287
2007,2017,5,1,0,27615
2008,2017,5,1,0,20223
2009,2017,5,1,0,18396
2010,2017,5,1,0,18963
2011,2017,5,1,0,18879
2012,2017,5,1,0,20013
2013,2017,5,1,0,17934
2014,2017,5,1,0,19908
2015,2017,5,1,0,15876
2016,2017,5,1,0,30429
2003,2018,5,1,0,35559
2004,2018,5,1,0,35775
2005,2018,5,1,0,36612
2006,2018,5,1,0,36369
2007,2018,5,1,0,35505
2008,2018,5,1,0,26001
2009,2018,5,1,0,23652
2010,2018,5,1,0,24381
2011,2018,5,1,0,24273
2012,2018,5,1,0,25731
2013,2018,5,1,0,23058
2014,2018,5,1,0,25596
2015,2018,5,1,0,20412
2016,2018,5,1,0,39123
2017,2018,5,1,0,40824
2003,2019,5,1,0,115896
2004,2019,5,1,0,116600
2005,2019,5,1,0,119328
2006,2019,5,1,0,118536
2007,2019,5,1,0,115720
2008,2019,5,1,0,84744
2009,2019,5,1,0,77088
2010,2019,5,1,0,79464
2011,2019,5,1,0,79112
2012,2019,5,1,0,83864
2013,2019,5,1,0,75152
2014,2019,5,1,0,83424
2015,2019,5,1,0,66528
2016,2019,5,1,0,127512
2017,2019,5,1,0,133056
2018,2019,5,1,0,121792
2003,2020,5,1,0,38193
2004,2020,5,1,0,38425
2005,2020,5,1,0,39324
2006,2020,5,1,0,39063
2007,2020,5,1,0,38135
2008,2020,5,1,0,27927
2009,2020,5,1,0,25404
2010,2020,5,1,0,26187
2011,2020,5,1,0,26071
2012,2020,5,1,0,27637
2013,2020,5,1,0,24766
2014,2020,5,1,0,27492
2015,2020,5,1,0,21924
2016,2020,5,1,0,42021
2017,2020,5,1,0,43848
2018,2020,5,1,0,40136
2019,2020,5,1,0,34104
2003,2021,5,1,0,31608
2004,2021,5,1,0,31800
2005,2021,5,1,0,32544
2006,2021,5,1,0,32328
2007,2021,5,1,0,31560
2008,2021,5,1,0,23112
2009,2021,5,1,0,21024
2010,2021,5,1,0,21672
2011,2021,5,1,0,21576
2012,2021,5,1,0,22872
2013,2021,5,1,0,20496
2014,2021,5,1,0,22752
2015,2021,5,1,0,18144
2016,2021,5,1,0,34776
2017,2021,5,1,0,36288
2018,2021,5,1,0,33216
2019,2021,5,1,0,28224
2020,2021,5,1,0,27432
2008,2010,5,1,0,6741
2009,2010,5,1,0,6132
2003,2012,5,1,0,6585
2004,2012,5,1,0,6625
2005,2012,5,1,0,6780
2006,2012,5,1,0,6735
2007,2012,5,1,0,6575
2008,2012,5,1,0,4815
2009,2012,5,1,0,4380
2010,2012,5,1,0,4515
2011,2012,5,1,0,4495
2003,2013,5,1,0,22389
2004,2013,5,1,0,22525
2005,2013,5,1,0,23052
2006,2013,5,1,0,22899
2007,2013,5,1,0,22355
2008,2013,5,1,0,16371
2009,2013,5,1,0,14892
2010,2013,5,1,0,15351
2011,2013,5,1,0,15283
2012,2013,5,1,0,16201
2003,2014,5,1,0,31608
2004,2014,5,1,0,31800
2005,2014,5,1,0,32544
2006,2014,5,1,0,32328
2007,2014,5,1,0,31560
2008,2014,5,1,0,23112
2009,2014,5,1,0,21024
2010,2014,5,1,0,21672
2011,2014,5,1,0,21576
2012,2014,5,1,0,22872
2013,2014,5,1,0,20496
2003,2016,5,1,0,35559
2004,2016,5,1,0,35775
2005,2016,5,1,0,36612
2006,2016,5,1,0,36369
2007,2016,5,1,0,35505
2008,2016,5,1,0,26001
2009,2016,5,1,0,23652
2010,2016,5,1,0,24381
2011,2016,5,1,0,24273
2012,2016,5,1,0,25731
2013,2016,5,1,0,23058
2014,2016,5,1,0,25596
2015,2016,5,1,0,20412
2003,2017,5,1,0,30291
2004,2017,5,1,0,30475
2005,2017,5,1,0,31188
2006,2017,5,1,0,30981
2007,2017,5,1,0,30245
2008,2017,5,1,0,22149
2009,2017,5,1,0,20148
2010,2017,5,1,0,20769
2011,2017,5,1,0,20677
2012,2017,5,1,0,21919
2013,2017,5,1,0,19642
2014,2017,5,1,0,21804
2015,2017,5,1,0,17388
2016,2017,5,1,0,33327
2003,2018,5,1,0,27657
2004,2018,5,1,0,27825
2005,2018,5,1,0,28476
2006,2018,5,1,0,28287
2007,2018,5,1,0,27615
2008,2018,5,1,0,20223
2009,2018,5,1,0,18396
2010,2018,5,1,0,18963
2011,2018,5,1,0,18879
2012,2018,5,1,0,20013
2013,2018,5,1,0,17934
2014,2018,5,1,0,19908
2015,2018,5,1,0,15876
2016,2018,5,1,0,30429
2017,2018,5,1,0,31752
2003,2019,5,1,0,98775
2004,2019,5,1,0,99375
2005,2019,5,1,0,101700
2006,2019,5,1,0,101025
2007,2019,5,1,0,98625
2008,2019,5,1,0,72225
2009,2019,5,1,0,65700
2010,2019,5,1,0,67725
2011,2019,5,1,0,67425
2012,2019,5,1,0,71475
2013,2019,5,1,0,64050
2014,2019,5,1,0,71100
2015,2019,5,1,0,56700
2016,2019,5,1,0,108675
2017,2019,5,1,0,113400
2018,2019,5,1,0,103800
2003,2020,5,1,0,42144
2004,2020,5,1,0,42400
2005,2020,5,1,0,43392
2006,2020,5,1,0,43104
2007,2020,5,1,0,42080
2008,2020,5,1,0,30816
2009,2020,5,1,0,28032
2010,2020,5,1,0,28896
2011,2020,5,1,0,28768
2012,2020,5,1,0,30496
2013,2020,5,1,0,27328
2014,2020,5,1,0,30336
2015,2020,5,1,0,24192
2016,2020,5,1,0,46368
2017,2020,5,1,0,48384
2018,2020,5,1,0,44288
2019,2020,5,1,0,37632
2003,2021,5,1,0,13170
2004,2021,5,1,0,13250
2005,2021,5,1,0,13560
2006,2021,5,1,0,13470
2007,2021,5,1,0,13150
2008,2021,5,1,0,9630
2009,2021,5,1,0,8760
2010,2021,5,1,0,9030
2011,2021,5,1,0,8990
2012,2021,5,1,0,9530
2013,2021,5,1,0,8540
2014,2021,5,1,0,9480
2015,2021,5,1,0,7560
2016,2021,5,1,0,14490
2017,2021,5,1,0,15120
2018,2021,5,1,0,13840
2019,2021,5,1,0,11760
2020,2021,5,1,0,11430
2008,2010,6,1,0,2889
2009,2010,6,1,0,2628
2003,2012,6,1,0,11853
2004,2012,6,1,0,11925
2005,2012,6,1,0,12204
2006,2012,6,1,0,12123
2007,2012,6,1,0,11835
2008,2012,6,1,0,8667
2009,2012,6,1,0,7884
2010,2012,6,1,0,8127
2011,2012,6,1,0,8091
2003,2013,6,1,0,19755
2004,2013,6,1,0,19875
2005,2013,6,1,0,20340
2006,2013,6,1,0,20205
2007,2013,6,1,0,19725
2008,2013,6,1,0,14445
2009,2013,6,1,0,13140
2010,2013,6,1,0,13545
2011,2013,6,1,0,13485
2012,2013,6,1,0,14295
2003,2014,6,1,0,43461
2004,2014,6,1,0,43725
2005,2014,6,1,0,44748
2006,2014,6,1,0,44451
2007,2014,6,1,0,43395
2008,2014,6,1,0,31779
2009,2014,6,1,0,28908
2010,2014,6,1,0,29799
2011,2014,6,1,0,29667
2012,2014,6,1,0,31449
2013,2014,6,1,0,28182
2003,2016,6,1,0,28974
2004,2016,6,1,0,29150
2005,2016,6,1,0,29832
2006,2016,6,1,0,29634
2007,2016,6,1,0,28930
2008,2016,6,1,0,21186
2009,2016,6,1,0,19272
2010,2016,6,1,0,19866
2011,2016,6,1,0,19778
2012,2016,6,1,0,20966
2013,2016,6,1,0,18788
2014,2016,6,1,0,20856
2015,2016,6,1,0,16632
2003,2017,6,1,0,27657
2004,2017,6,1,0,27825
2005,2017,6,1,0,28476
2006,2017,6,1,0,28287
2007,2017,6,1,0,27615
2008,2017,6,1,0,20223
2009,2017,6,1,0,18396
2010,2017,6,1,0,18963
2011,2017,6,1,0,18879
2012,2017,6,1,0,20013
2013,2017,6,1,0,17934
2014,2017,6,1,0,19908
2015,2017,6,1,0,15876
2016,2017,6,1,0,30429
2003,2018,6,1,0,32925
2004,2018,6,1,0,33125
2005,2018,6,1,0,33900
2006,2018,6,1,0,33675
2007,2018,6,1,0,32875
2008,2018,6,1,0,24075
2009,2018,6,1,0,21900
2010,2018,6,1,0,22575
2011,2018,6,1,0,22475
2012,2018,6,1,0,23825
2013,2018,6,1,0,21350
2014,2018,6,1,0,23700
2015,2018,6,1,0,18900
2016,2018,6,1,0,36225
2017,2018,6,1,0,37800
2003,2019,6,1,0,109311
2004,2019,6,1,0,109975
2005,2019,6,1,0,112548
2006,2019,6,1,0,111801
2007,2019,6,1,0,109145
2008,2019,6,1,0,79929
2009,2019,6,1,0,72708
2010,2019,6,1,0,74949
2011,2019,6,1,0,74617
2012,2019,6,1,0,79099
2013,2019,6,1,0,70882
2014,2019,6,1,0,78684
2015,2019,6,1,0,62748
2016,2019,6,1,0,120267
2017,2019,6,1,0,125496
2018,2019,6,1,0,114872
2003,2020,6,1,0,64533
2004,2020,6,1,0,64925
2005,2020,6,1,0,66444
2006,2020,6,1,0,66003
2007,2020,6,1,0,64435
2008,2020,6,1,0,47187
2009,2020,6,1,0,42924
2010,2020,6,1,0,44247
2011,2020,6,1,0,44051
2012,2020,6,1,0,46697
2013,2020,6,1,0,41846
2014,2020,6,1,0,46452
2015,2020,6,1,0,37044
2016,2020,6,1,0,71001
2017,2020,6,1,0,74088
2018,2020,6,1,0,67816
2019,2020,6,1,0,57624
2003,2021,6,1,0,34242
2004,2021,6,1,0,34450
2005,2021,6,1,0,35256
2006,2021,6,1,0,35022
2007,2021,6,1,0,34190
2008,2021,6,1,0,25038
2009,2021,6,1,0,22776
2010,2021,6,1,0,23478
2011,2021,6,1,0,23374
2012,2021,6,1,0,24778
2013,2021,6,1,0,22204
2014,2021,6,1,0,24648
2015,2021,6,1,0,19656
2016,2021,6,1,0,37674
2017,2021,6,1,0,39312
2018,2021,6,1,0,35984
2019,2021,6,1,0,30576
2020,2021,6,1,0,29718
2008,2010,6,1,0,10593
2009,2010,6,1,0,9636
2003,2011,6,1,0,2634
2004,2011,6,1,0,2650
2005,2011,6,1,0,2712
2006,2011,6,1,0,2694
2007,2011,6,1,0,2630
2008,2011,6,1,0,1926
2009,2011,6,1,0,1752
2010,2011,6,1,0,1806
2003,2012,6,1,0,6585
2004,2012,6,1,0,6625
2005,2012,6,1,0,6780
2006,2012,6,1,0,6735
2007,2012,6,1,0,6575
2008,2012,6,1,0,4815
2009,2012,6,1,0,4380
2010,2012,6,1,0,4515
2011,2012,6,1,0,4495
2003,2013,6,1,0,30291
2004,2013,6,1,0,30475
2005,2013,6,1,0,31188
2006,2013,6,1,0,30981
2007,2013,6,1,0,30245
2008,2013,6,1,0,22149
2009,2013,6,1,0,20148
2010,2013,6,1,0,20769
2011,2013,6,1,0,20677
2012,2013,6,1,0,21919
2003,2014,6,1,0,17121
2004,2014,6,1,0,17225
2005,2014,6,1,0,17628
2006,2014,6,1,0,17511
2007,2014,6,1,0,17095
2008,2014,6,1,0,12519
2009,2014,6,1,0,11388
2010,2014,6,1,0,11739
2011,2014,6,1,0,11687
2012,2014,6,1,0,12389
2013,2014,6,1,0,11102
2003,2016,6,1,0,35559
2004,2016,6,1,0,35775
2005,2016,6,1,0,36612
2006,2016,6,1,0,36369
2007,2016,6,1,0,35505
2008,2016,6,1,0,26001
2009,2016,6,1,0,23652
2010,2016,6,1,0,24381
2011,2016,6,1,0,24273
2012,2016,6,1,0,25731
2013,2016,6,1,0,23058
2014,2016,6,1,0,25596
2015,2016,6,1,0,20412
2003,2017,6,1,0,30291
2004,2017,6,1,0,30475
2005,2017,6,1,0,31188
2006,2017,6,1,0,30981
2007,2017,6,1,0,30245
2008,2017,6,1,0,22149
2009,2017,6,1,0,20148
2010,2017,6,1,0,20769
2011,2017,6,1,0,20677
2012,2017,6,1,0,21919
2013,2017,6,1,0,19642
2014,2017,6,1,0,21804
2015,2017,6,1,0,17388
2016,2017,6,1,0,33327
2003,2018,6,1,0,21072
2004,2018,6,1,0,21200
2005,2018,6,1,0,21696
2006,2018,6,1,0,21552
2007,2018,6,1,0,21040
2008,2018,6,1,0,15408
2009,2018,6,1,0,14016
2010,2018,6,1,0,14448
2011,2018,6,1,0,14384
2012,2018,6,1,0,15248
2013,2018,6,1,0,13664
2014,2018,6,1,0,15168
2015,2018,6,1,0,12096
2016,2018,6,1,0,23184
2017,2018,6,1,0,24192
2003,2019,6,1,0,93507
2004,2019,6,1,0,94075
2005,2019,6,1,0,96276
2006,2019,6,1,0,95637
2007,2019,6,1,0,93365
2008,2019,6,1,0,68373
2009,2019,6,1,0,62196
2010,2019,6,1,0,64113
2011,2019,6,1,0,63829
2012,2019,6,1,0,67663
2013,2019,6,1,0,60634
2014,2019,6,1,0,67308
2015,2019,6,1,0,53676
2016,2019,6,1,0,102879
2017,2019,6,1,0,107352
2018,2019,6,1,0,98264
2003,2020,6,1,0,64533
2004,2020,6,1,0,64925
2005,2020,6,1,0,66444
2006,2020,6,1,0,66003
2007,2020,6,1,0,64435
2008,2020,6,1,0,47187
2009,2020,6,1,0,42924
2010,2020,6,1,0,44247
2011,2020,6,1,0,44051
2012,2020,6,1,0,46697
2013,2020,6,1,0,41846
2014,2020,6,1,0,46452
2015,2020,6,1,0,37044
2016,2020,6,1,0,71001
2017,2020,6,1,0,74088
2018,2020,6,1,0,67816
2019,2020,6,1,0,57624
2003,2021,6,1,0,23706
2004,2021,6,1,0,23850
2005,2021,6,1,0,24408
2006,2021,6,1,0,24246
2007,2021,6,1,0,23670
2008,2021,6,1,0,17334
2009,2021,6,1,0,15768
2010,2021,6,1,0,16254
2011,2021,6,1,0,16182
2012,2021,6,1,0,17154
2013,2021,6,1,0,15372
2014,2021,6,1,0,17064
2015,2021,6,1,0,13608
2016,2021,6,1,0,26082
2017,2021,6,1,0,27216
2018,2021,6,1,0,24912
2019,2021,6,1,0,21168
2020,2021,6,1,0,20574
2008,2010,6,1,0,10593
2009,2010,6,1,0,9636
2003,2011,6,1,0,7902
2004,2011,6,1,0,7950
2005,2011,6,1,0,8136
2006,2011,6,1,0,8082
2007,2011,6,1,0,7890
2008,2011,6,1,0,5778
2009,2011,6,1,0,5256
2010,2011,6,1,0,5418
2003,2012,6,1,0,13170
2004,2012,6,1,0,13250
2005,2012,6,1,0,13560
2006,2012,6,1,0,13470
2007,2012,6,1,0,13150
2008,2012,6,1,0,9630
2009,2012,6,1,0,8760
2010,2012,6,1,0,9030
2011,2012,6,1,0,8990
2003,2013,6,1,0,25023
2004,2013,6,1,0,25175
2005,2013,6,1,0,25764
2006,2013,6,1,0,25593
2007,2013,6,1,0,24985
2008,2013,6,1,0,18297
2009,2013,6,1,0,16644
2010,2013,6,1,0,17157
2011,2013,6,1,0,17081
2012,2013,6,1,0,18107
2003,2014,6,1,0,25023
2004,2014,6,1,0,25175
2005,2014,6,1,0,25764
2006,2014,6,1,0,25593
2007,2014,6,1,0,24985
2008,2014,6,1,0,18297
2009,2014,6,1,0,16644
2010,2014,6,1,0,17157
2011,2014,6,1,0,17081
2012,2014,6,1,0,18107
2013,2014,6,1,0,16226
2003,2016,6,1,0,31608
2004,2016,6,1,0,31800
2005,2016,6,1,0,32544
2006,2016,6,1,0,32328
2007,2016,6,1,0,31560
2008,2016,6,1,0,23112
2009,2016,6,1,0,21024
2010,2016,6,1,0,21672
2011,2016,6,1,0,21576
2012,2016,6,1,0,22872
2013,2016,6,1,0,20496
2014,2016,6,1,0,22752
2015,2016,6,1,0,18144
2003,2017,6,1,0,31608
2004,2017,6,1,0,31800
2005,2017,6,1,0,32544
2006,2017,6,1,0,32328
2007,2017,6,1,0,31560
2008,2017,6,1,0,23112
2009,2017,6,1,0,21024
2010,2017,6,1,0,21672
2011,2017,6,1,0,21576
2012,2017,6,1,0,22872
2013,2017,6,1,0,20496
2014,2017,6,1,0,22752
2015,2017,6,1,0,18144
2016,2017,6,1,0,34776
2003,2018,6,1,0,38193
2004,2018,6,1,0,38425
2005,2018,6,1,0,39324
2006,2018,6,1,0,39063
2007,2018,6,1,0,38135
2008,2018,6,1,0,27927
2009,2018,6,1,0,25404
2010,2018,6,1,0,26187
2011,2018,6,1,0,26071
2012,2018,6,1,0,27637
